483122.000,6028.000,16.452,0.779,0.192,0.403,-0.002,-0.002
486144.000,6045.000,16.451,0.778,0.193,0.409,-0.002,-0.002
489159.000,6040.000,16.451,0.776,0.193,0.411,-0.002,-0.002
492176.000,6022.000,16.451,0.783,0.192,0.402,-0.002,-0.002
495193.000,6009.000,16.351,0.779,0.192,0.403,-0.002,-0.002
498213.000,6009.000,16.351,0.779,0.192,0.402,-0.002,-0.001
501233.000,6010.000,16.351,0.779,0.192,0.404,-0.002,-0.002
504252.000,6009.000,16.349,0.780,0.193,0.404,-0.002,-0.002
507270.000,6010.000,16.346,0.779,0.195,0.401,-0.002,-0.002
510296.000,6006.000,16.349,0.780,0.200,0.381,-0.002,-0.001
513321.000,6016.000,16.351,0.779,0.203,0.373,-0.002,-0.002
516341.000,6021.000,16.353,0.780,0.202,0.370,-0.002,-0.001
519360.000,6019.000,16.353,0.780,0.202,0.368,-0.002,-0.002
522382.000,6020.000,16.353,0.780,0.202,0.368,-0.002,-0.002
525405.000,6023.000,16.355,0.781,0.202,0.370,-0.002,-0.002
528423.000,6022.000,16.355,0.781,0.202,0.368,-0.002,-0.002
531444.000,6026.000,16.354,0.781,0.202,0.366,-0.002,-0.002
534458.000,6011.000,16.253,0.780,0.202,0.361,-0.002,-0.002
537476.000,6008.000,16.254,0.778,0.204,0.351,-0.002,-0.002
540497.000,6019.000,16.256,0.778,0.211,0.324,-0.002,-0.002
543513.000,6025.000,16.260,0.779,0.214,0.313,-0.002,-0.002
546530.000,6039.000,16.259,0.777,0.213,0.310,-0.002,-0.002
549554.000,6041.000,16.259,0.775,0.214,0.313,-0.002,-0.002
552572.000,6038.000,16.256,0.779,0.214,0.312,-0.002,-0.002
555598.000,6032.000,16.255,0.776,0.214,0.310,-0.002,-0.002
558612.000,6007.000,16.166,0.779,0.213,0.310,-0.002,-0.002
561633.000,6010.000,16.166,0.779,0.213,0.312,-0.002,-0.002
564655.000,6006.000,16.167,0.779,0.214,0.314,-0.002,-0.002
567674.000,6009.000,16.165,0.778,0.214,0.308,-0.002,-0.002
570695.000,6004.000,16.165,0.780,0.219,0.295,-0.002,-0.002
573733.000,6020.000,16.170,0.780,0.225,0.306,-0.002,-0.002
576755.000,6028.000,16.171,0.779,0.225,0.305,-0.002,-0.002
579776.000,6026.000,16.171,0.778,0.224,0.301,-0.002,-0.002
582797.000,6044.000,16.171,0.777,0.224,0.299,-0.002,-0.002
585815.000,6045.000,16.171,0.778,0.223,0.292,-0.002,-0.002
588833.000,6014.000,16.070,0.775,0.223,0.292,-0.002,-0.002
591847.000,6010.000,16.070,0.777,0.223,0.292,-0.002,-0.001
594868.000,6014.000,16.070,0.779,0.223,0.296,-0.002,-0.002
597882.000,6004.000,16.070,0.776,0.225,0.289,-0.002,-0.002
600901.000,6008.000,16.071,0.778,0.228,0.286,-0.002,-0.002
603913.000,6016.000,16.071,0.777,0.229,0.285,-0.003,-0.002
606926.000,6010.000,16.073,0.776,0.229,0.284,-0.002,-0.001
609941.000,6017.000,16.070,0.776,0.228,0.279,-0.002,-0.002
612959.000,6015.000,16.073,0.776,0.229,0.279,-0.002,-0.002
615974.000,6011.000,16.071,0.776,0.228,0.275,-0.003,-0.002
618989.000,6020.000,16.074,0.776,0.229,0.286,-0.002,-0.002
621999.000,6019.000,16.071,0.775,0.229,0.279,-0.002,-0.002
625013.000,6010.000,16.071,0.777,0.229,0.283,-0.002,-0.002
628032.000,6024.000,16.073,0.777,0.229,0.273,-0.002,-0.002
631047.000,6005.000,15.969,0.774,0.230,0.276,-0.002,-0.002
634058.000,6002.000,15.969,0.774,0.230,0.274,-0.002,-0.001
637069.000,6004.000,15.972,0.774,0.230,0.267,-0.002,-0.002
640081.000,6014.000,15.970,0.772,0.231,0.275,-0.002,-0.002
643103.000,6011.000,15.972,0.774,0.230,0.271,-0.002,-0.002
646124.000,6004.000,15.972,0.774,0.230,0.270,-0.002,-0.002
649143.000,6010.000,15.972,0.772,0.230,0.273,-0.002,-0.002
652157.000,6018.000,15.969,0.772,0.230,0.269,-0.002,-0.002
655168.000,6013.000,15.971,0.773,0.229,0.266,-0.002,-0.002
658184.000,6016.000,15.972,0.772,0.228,0.260,-0.002,-0.002
661200.000,6012.000,15.970,0.772,0.229,0.261,-0.002,-0.002
664211.000,6010.000,15.972,0.772,0.229,0.268,-0.002,-0.001
667228.000,6011.000,15.969,0.772,0.229,0.262,-0.002,-0.002
670242.000,6011.000,15.966,0.772,0.229,0.273,-0.002,-0.002
673262.000,6004.000,15.966,0.774,0.230,0.274,-0.002,-0.002
676274.000,6014.000,15.967,0.774,0.229,0.268,-0.002,-0.002
679285.000,6013.000,15.967,0.772,0.229,0.271,-0.002,-0.001
