0.000,6008.000,16.639,0.781,0.095,0.729,-0.002,-0.001
3038.000,6004.000,16.635,0.783,0.095,0.728,-0.002,-0.001
6059.000,6000.000,16.636,0.780,0.095,0.729,-0.002,-0.001
9080.000,6008.000,16.638,0.781,0.095,0.728,-0.002,-0.001
12103.000,6004.000,16.638,0.783,0.095,0.728,-0.002,-0.001
15120.000,5999.000,16.636,0.781,0.094,0.727,-0.002,-0.001
18136.000,6013.000,16.638,0.781,0.095,0.728,-0.002,-0.001
21153.000,6004.000,16.636,0.783,0.094,0.728,-0.002,-0.001
24168.000,6012.000,16.638,0.782,0.095,0.726,-0.002,-0.001
27186.000,6008.000,16.636,0.781,0.095,0.728,-0.002,-0.001
30207.000,6010.000,16.638,0.782,0.095,0.726,-0.002,-0.001
33229.000,6002.000,16.635,0.783,0.095,0.724,-0.002,-0.002
36249.000,6010.000,16.638,0.783,0.096,0.723,-0.002,-0.002
39263.000,6011.000,16.638,0.783,0.096,0.725,-0.002,-0.001
42285.000,6007.000,16.638,0.783,0.096,0.724,-0.002,-0.001
45306.000,6008.000,16.639,0.783,0.096,0.726,-0.002,-0.001
48329.000,6007.000,16.638,0.784,0.096,0.723,-0.003,-0.001
51349.000,6014.000,16.636,0.783,0.096,0.722,-0.002,-0.002
54374.000,6002.000,16.638,0.784,0.096,0.725,-0.002,-0.001
57396.000,6004.000,16.636,0.783,0.096,0.723,-0.002,-0.001
60421.000,6007.000,16.635,0.782,0.097,0.725,-0.003,-0.001
63442.000,6001.000,16.635,0.783,0.098,0.724,-0.002,-0.001
66462.000,5992.000,16.635,0.782,0.099,0.721,-0.002,-0.001
69489.000,5985.000,16.635,0.783,0.099,0.721,-0.002,-0.002
72518.000,5989.000,16.634,0.783,0.099,0.719,-0.002,-0.002
75540.000,5989.000,16.634,0.783,0.099,0.719,-0.002,-0.001
78555.000,5987.000,16.636,0.782,0.099,0.719,-0.002,-0.001
81573.000,5990.000,16.635,0.782,0.099,0.717,-0.002,-0.001
84595.000,5992.000,16.635,0.782,0.099,0.718,-0.002,-0.001
87614.000,5991.000,16.636,0.783,0.100,0.717,-0.002,-0.002
90633.000,5990.000,16.635,0.783,0.101,0.716,-0.002,-0.001
93648.000,5988.000,16.635,0.783,0.102,0.715,-0.002,-0.001
96666.000,5989.000,16.634,0.782,0.103,0.716,-0.002,-0.001
99684.000,5988.000,16.634,0.783,0.103,0.712,-0.002,-0.001
102699.000,5988.000,16.634,0.783,0.103,0.714,-0.002,-0.001
105718.000,5984.000,16.632,0.781,0.103,0.712,-0.002,-0.001
108734.000,5984.000,16.634,0.782,0.103,0.715,-0.002,-0.001
111752.000,6000.000,16.647,0.783,0.104,0.717,-0.002,-0.001
114774.000,6013.000,16.724,0.784,0.103,0.717,-0.002,-0.001
117802.000,6008.000,16.724,0.784,0.104,0.713,-0.002,-0.001
120818.000,5999.000,16.651,0.784,0.105,0.712,-0.002,-0.001
123840.000,5999.000,16.722,0.783,0.106,0.708,-0.002,-0.002
126854.000,5998.000,16.724,0.782,0.106,0.707,-0.002,-0.001
129873.000,5995.000,16.722,0.783,0.106,0.705,-0.002,-0.001
132896.000,5996.000,16.722,0.783,0.107,0.707,-0.002,-0.002
135916.000,5990.000,16.721,0.783,0.107,0.707,-0.002,-0.001
138933.000,5995.000,16.721,0.783,0.107,0.709,-0.002,-0.002
141970.000,5998.000,16.721,0.783,0.107,0.706,-0.002,-0.002
144993.000,5993.000,16.720,0.784,0.106,0.706,-0.002,-0.002
148016.000,5993.000,16.722,0.783,0.107,0.705,-0.002,-0.001
151051.000,5997.000,16.722,0.782,0.108,0.701,-0.002,-0.001
154070.000,5999.000,16.721,0.783,0.108,0.697,-0.002,-0.001
157103.000,6008.000,16.720,0.783,0.109,0.694,-0.002,-0.002
160125.000,6007.000,16.721,0.784,0.109,0.694,-0.002,-0.002
163145.000,6009.000,16.724,0.782,0.109,0.693,-0.002,-0.002
166164.000,6013.000,16.724,0.782,0.109,0.693,-0.002,-0.002
169181.000,6010.000,16.721,0.783,0.109,0.693,-0.002,-0.002
172206.000,6008.000,16.725,0.782,0.109,0.693,-0.002,-0.002
175228.000,5993.000,16.722,0.782,0.109,0.691,-0.002,-0.002
178247.000,5997.000,16.634,0.783,0.110,0.694,-0.002,-0.002
181259.000,5996.000,16.706,0.783,0.111,0.689,-0.002,-0.002
184280.000,6009.000,16.722,0.783,0.112,0.684,-0.002,-0.002
187302.000,5994.000,16.632,0.783,0.114,0.685,-0.002,-0.002
190324.000,6009.000,16.720,0.783,0.113,0.680,-0.002,-0.001
193345.000,6003.000,16.725,0.783,0.113,0.679,-0.002,-0.001
196373.000,5992.000,16.683,0.784,0.114,0.682,-0.002,-0.001
199400.000,6000.000,16.721,0.783,0.114,0.685,-0.002,-0.001
202426.000,6005.000,16.722,0.781,0.114,0.685,-0.002,-0.001
205460.000,5996.000,16.721,0.783,0.114,0.682,-0.002,-0.002
208481.000,5997.000,16.721,0.783,0.115,0.679,-0.002,-0.001
211507.000,6010.000,16.720,0.782,0.116,0.674,-0.002,-0.001
214522.000,6008.000,16.724,0.784,0.118,0.670,-0.002,-0.001
217538.000,6004.000,16.724,0.783,0.118,0.668,-0.002,-0.002
220556.000,5999.000,16.722,0.782,0.118,0.665,-0.003,-0.002
223571.000,5995.000,16.634,0.783,0.118,0.667,-0.002,-0.001
226586.000,5994.000,16.722,0.783,0.118,0.665,-0.002,-0.001
229598.000,6009.000,16.722,0.785,0.118,0.667,-0.002,-0.001
232611.000,5994.000,16.721,0.782,0.118,0.667,-0.002,-0.002
235625.000,5997.000,16.725,0.783,0.119,0.669,-0.002,-0.001
238640.000,5999.000,16.722,0.782,0.120,0.667,-0.002,-0.001
241657.000,6007.000,16.722,0.782,0.123,0.657,-0.002,-0.001
244672.000,5999.000,16.724,0.784,0.124,0.653,-0.002,-0.002
247682.000,5985.000,16.634,0.782,0.125,0.653,-0.002,-0.002
250691.000,6011.000,16.722,0.784,0.125,0.649,-0.002,-0.002
253703.000,6012.000,16.676,0.783,0.125,0.650,-0.002,-0.002
256713.000,6009.000,16.722,0.783,0.125,0.650,-0.002,-0.002
259727.000,6003.000,16.708,0.784,0.125,0.649,-0.002,-0.001
262736.000,6003.000,16.722,0.784,0.124,0.649,-0.002,-0.002
265749.000,5989.000,16.635,0.783,0.124,0.646,-0.002,-0.002
268761.000,5988.000,16.634,0.781,0.125,0.644,-0.002,-0.002
271777.000,6010.000,16.725,0.783,0.128,0.632,-0.002,-0.002
274796.000,5995.000,16.634,0.783,0.130,0.631,-0.002,-0.002
277808.000,6011.000,16.724,0.783,0.130,0.630,-0.002,-0.002
280827.000,6014.000,16.724,0.781,0.130,0.625,-0.002,-0.002
283838.000,5997.000,16.699,0.783,0.130,0.624,-0.002,-0.001
286850.000,5995.000,16.640,0.783,0.130,0.624,-0.002,-0.002
289867.000,6004.000,16.666,0.782,0.130,0.625,-0.002,-0.002
292880.000,5991.000,16.635,0.782,0.130,0.625,-0.002,-0.002
295893.000,5997.000,16.636,0.783,0.130,0.624,-0.002,-0.001
298910.000,5992.000,16.635,0.783,0.133,0.621,-0.002,-0.002
301928.000,5996.000,16.638,0.782,0.135,0.606,-0.002,-0.002
304943.000,5997.000,16.636,0.782,0.137,0.606,-0.002,-0.002
307965.000,6007.000,16.638,0.782,0.137,0.604,-0.002,-0.002
310980.000,6001.000,16.635,0.783,0.138,0.603,-0.002,-0.002
313994.000,5995.000,16.636,0.783,0.137,0.603,-0.002,-0.001
317010.000,5991.000,16.636,0.783,0.138,0.607,-0.002,-0.002
320032.000,6015.000,16.725,0.783,0.137,0.605,-0.002,-0.002
323049.000,5996.000,16.636,0.783,0.137,0.606,-0.002,-0.001
326071.000,6006.000,16.635,0.783,0.137,0.604,-0.002,-0.002
329090.000,5998.000,16.636,0.782,0.140,0.592,-0.002,-0.002
332114.000,5998.000,16.635,0.782,0.144,0.585,-0.002,-0.002
335135.000,6001.000,16.636,0.781,0.144,0.579,-0.002,-0.002
338155.000,6008.000,16.635,0.781,0.144,0.580,-0.002,-0.002
341170.000,6004.000,16.636,0.782,0.145,0.584,-0.002,-0.001
344192.000,6007.000,16.635,0.783,0.145,0.584,-0.002,-0.001
347212.000,6007.000,16.635,0.781,0.145,0.585,-0.002,-0.002
350228.000,6011.000,16.635,0.781,0.145,0.585,-0.002,-0.001
353249.000,6008.000,16.635,0.783,0.145,0.582,-0.002,-0.001
356270.000,6009.000,16.636,0.782,0.145,0.581,-0.002,-0.001
359296.000,6004.000,16.635,0.784,0.149,0.567,-0.002,-0.001
362322.000,6013.000,16.638,0.782,0.152,0.553,-0.002,-0.002
365342.000,6017.000,16.640,0.783,0.153,0.550,-0.002,-0.002
368381.000,6014.000,16.640,0.783,0.153,0.549,-0.002,-0.002
371403.000,6015.000,16.639,0.782,0.153,0.550,-0.002,-0.002
374422.000,6019.000,16.640,0.781,0.153,0.550,-0.002,-0.002
377444.000,6014.000,16.640,0.782,0.153,0.553,-0.002,-0.002
380463.000,6018.000,16.640,0.782,0.154,0.553,-0.002,-0.002
383484.000,6013.000,16.639,0.782,0.154,0.554,-0.002,-0.002
386497.000,6014.000,16.640,0.783,0.154,0.551,-0.002,-0.002
389514.000,5995.000,16.595,0.782,0.158,0.533,-0.002,-0.002
392530.000,6001.000,16.540,0.782,0.162,0.523,-0.002,-0.002
395550.000,6010.000,16.540,0.782,0.163,0.522,-0.002,-0.002
398573.000,6009.000,16.539,0.783,0.163,0.522,-0.002,-0.002
401594.000,6004.000,16.542,0.780,0.162,0.519,-0.002,-0.001
404616.000,6009.000,16.540,0.783,0.162,0.518,-0.002,-0.001
407638.000,6002.000,16.541,0.783,0.162,0.518,-0.002,-0.002
410660.000,6013.000,16.541,0.780,0.162,0.516,-0.002,-0.002
413693.000,6007.000,16.540,0.782,0.162,0.517,-0.002,-0.002
416710.000,6013.000,16.541,0.782,0.163,0.512,-0.002,-0.002
419725.000,6011.000,16.546,0.780,0.167,0.497,-0.002,-0.001
422737.000,6011.000,16.546,0.781,0.171,0.484,-0.002,-0.001
425749.000,6013.000,16.544,0.781,0.172,0.484,-0.002,-0.001
428765.000,6017.000,16.545,0.781,0.172,0.485,-0.002,-0.002
431783.000,6018.000,16.544,0.781,0.172,0.483,-0.002,-0.002
434804.000,6016.000,16.542,0.782,0.172,0.482,-0.002,-0.001
437820.000,6013.000,16.542,0.782,0.172,0.481,-0.002,-0.001
440836.000,6026.000,16.545,0.780,0.172,0.483,-0.002,-0.002
443854.000,6025.000,16.549,0.781,0.172,0.481,-0.002,-0.001
446876.000,6005.000,16.445,0.783,0.172,0.476,-0.002,-0.001
449899.000,6008.000,16.442,0.783,0.177,0.461,-0.002,-0.002
452919.000,6009.000,16.445,0.780,0.181,0.446,-0.002,-0.002
455940.000,6009.000,16.446,0.782,0.182,0.451,-0.002,-0.001
458960.000,6006.000,16.446,0.782,0.182,0.450,-0.002,-0.001
461980.000,6012.000,16.442,0.780,0.182,0.452,-0.002,-0.002
465000.000,6002.000,16.445,0.782,0.182,0.452,-0.002,-0.001
468019.000,6002.000,16.445,0.783,0.181,0.444,-0.002,-0.001
471045.000,6011.000,16.444,0.782,0.181,0.446,-0.002,-0.002
474065.000,6011.000,16.446,0.779,0.181,0.447,-0.002,-0.001
477084.000,6006.000,16.445,0.782,0.182,0.441,-0.002,-0.002
480099.000,6020.000,16.446,0.780,0.188,0.417,-0.002,-0.001
